UID,Age,Birthday,Gender,Province,City,Marital_State,Individual_Description,Blog,Comment
688,54.0,23398,0,2,29,6,既 陪伴 你 一路 痛苦 / 也 陪伴 你 享受 痛苦 / 再 陪伴 你 走出 痛苦 — — 阿兰 那 修行者 。   发愤忘食 ， 乐以 忘 优 ， 不知老之将至 。,《 星夜 》 ， 在我看来 ， 其实 是 一幅 地图 — — 梵高 灵魂 出走 的 地图 ， 画出 了 他 神驰 的 旅行 路线 ， 从 教堂 的 塔尖 到 天空 里 一个 很大 、 很 亮 、 很 低 的 一颗 星 ， 这颗 星 ， 又 活 又 热烈 ， 而且 很 低 ， 低到 你 觉得 教堂 的 塔尖 一不小心 就 会 勾 到 它 。 — — 龙应台,回复     的 表态 :
688,54.0,23398,0,2,29,6,既 陪伴 你 一路 痛苦 / 也 陪伴 你 享受 痛苦 / 再 陪伴 你 走出 痛苦 — — 阿兰 那 修行者 。   发愤忘食 ， 乐以 忘 优 ， 不知老之将至 。,我 发表 了 头条 文章 : 《 意念 和 健康 》,回复     的 表态 :
694,0.0,0,1,22,30,2,非要 加 我 的 ， 被 我 刷屏 了 别怪 我 哦 。,"# 朴 宝剑 [ 超话 ] #     # 朴 宝剑 男朋友 [ 超话 ] # 181122 【 新闻 】 < 我 身后 的 陶斯 > < 购物 王路易 > 编剧 吴智英 采访 提及 朴 宝剑 — — 有 想 一起 合作 的 演员 吗 ? "" 太多 了 ， 我 很 想 和 朴 宝剑 合作 ， 他 难道 不是 很多 作家 希望 的 演员 吗 ? "" 链接 ：   【 翻译 ： 五花肉 】             成为 大多数 作家 想要 一起 合作 的 演员 真的 是 一件 很 不 容易 很 荣耀 的 事情 吧 ， 宝贝 那么 年轻 就 做到 了 ， 真棒",编剧 们 不要 急 ， 排队 一个个 来 … … 不过 剧本 要 好 哦
694,0.0,0,1,22,30,2,非要 加 我 的 ， 被 我 刷屏 了 别怪 我 哦 。,# 韩剧 男朋友 [ 超话 ] ## 朴 宝剑 [ 超话 ] ## 朴 宝剑 男朋友 #   路透 1   （ feat . 冲破 粉丝 魔咒 的 幸运儿 ） ( 剧组 ) 来 我们 小区 拍戏 了   是 真事 吗 赶紧 请 了 半天 假   在 那里 等 演员 大人 登场 ... 我 的 心脏 狂 跳 .. 下班 时 还 跟 我们 打招呼 了 的 演员 大人 … 没能 用 手机 拍下来 好 遗憾   也 没有 带上 应援 毛巾 好 遗憾 … 还 咳嗽 了   不要 生病 啊 ㅠ ㅠ # 日常   # 朴 宝剑   # ParkBoGum   # bogum   # bogummy   # 男朋友   # tvn 男朋友   # tvn 电视剧   # 金振赫   # 青 葡萄 般的 青年   # 摄影 大巴   # 我们 小区   # 死 了 没有 遗憾 了   # 狗屎运   # 粉丝 也 能 走 狗屎运   # 心脏 刺痛   # 我 的 心脏 狂 跳     # D - 7   # 11 月 28 号 首播   # 快点 一起 看吧   路透 2 偶然 看到 在 拍戏   好像 是 朴 宝剑   这里 是 龙江 洞 感谢     的 截图,真的 要 注意 身体 啊 ， 唉
698,0.0,23,0,7,0,0,“ One   great   show   can   change   the   world . ”,哈哈哈 哈哈哈   浮夸 微博 少女 失败 文案 赏析,吃 泡面 不 喝汤 简直 失去 了 泡面 的 意义
719,38.0,29349,0,11,31,6,团中央 “ 青年 之声 ” 心理专家 组成员   黄冈市 心理咨询 学会 常务 副会长   国家 高级 心理咨询 师,刷牙 的 时候 想到 ： 我们 在乎 别人 对 自己 的 的 看法 ， 但 也 有 不在乎 的 时候 ， 比如 生病 的 时候 ， 生气 的 时候 ， 跑步 的 时候 ， 比赛 的 时候 ， 吵架 的 时候 ， 打架 的 时候 ， 读书 的 时候 ， 刷牙 的 时候 … … 感谢 这些 时候 ， 让 我们 有 不在乎 别人 眼光 ， 回归 自我 的 一刻 。,成长 过程 中 特别 是 6 岁 之前 越是 被 父母 在乎 （ 并非 溺爱 ） 、 鼓励 ， 温和 而 坚定 对待 的 人 越 能 坚持 自我 ， 这部分 人 越是 能 更 高度 的 跟 自己 相处 。
719,38.0,29349,0,11,31,6,团中央 “ 青年 之声 ” 心理专家 组成员   黄冈市 心理咨询 学会 常务 副会长   国家 高级 心理咨询 师,【 小学老师 被 指常 爆粗 口致 学生 学说 脏话 ， 校方 ： 确实 违反 师德 】 21 日 ， 广东 某 学校 一 家长 爆料 ， 自己 8 岁 的 孩子 说 脏话 ， 认为 跟 学校 老师 学 的 。 他 在 孩子 身上 放 了 录音 设备 ， 发现 语文 老师傅 某常 说 “ 蠢货 ” 、 “ 垃圾 ” 等 词语 。 校长 ： 确实 违反 师德 ， 已 要求 道歉 ， 若 情节严重 将 开除 。 （ 澎湃 ）,一个 教育者 （ 包括 老师 跟 父母 ） 不能 很 好 的 控制 自己 的 情绪 ， 也 找 不到 合适 的 方式 去 表达 自己 的 情绪 ， 用 语言 暴力 对待 未成年 儿童 ， 那 只能 说明 教育者 自己 理论 经验 能力 有 欠缺 ， 自己 先 需要 学习 ， 师者 ： 传道授业 解惑 ， 缺一不可 ！
719,38.0,29349,0,11,31,6,团中央 “ 青年 之声 ” 心理专家 组成员   黄冈市 心理咨询 学会 常务 副会长   国家 高级 心理咨询 师,【 狗舍 面积 78 平 的 秦岭 超级 别墅 ： 卧室 房顶 橡木 的 ， 酒窖 里 都 是 茅台 五粮液 】 圈占 基本农田 14.11 亩 、 鱼塘 两处 逾 1000 平方米 、 狗舍 面积 78 平方米 ， 文物 211 件 … … 陈路 别墅 之所以 引起 关注 ， 不仅 在于 内置 奢华 ， 还 在于 相关 责任人 一路 巧立名目 ， 层层 闯关 ， 绕开 国土 部门 ， 安然无恙 地 存在 了 十年 。,这 防火墙 bug 漏洞百出 ， 要是 在 微软 ， 这 软件设计 的 是不是 早 被 开除 了 ？
719,38.0,29349,0,11,31,6,团中央 “ 青年 之声 ” 心理专家 组成员   黄冈市 心理咨询 学会 常务 副会长   国家 高级 心理咨询 师,刚刚 出去 吃饭 ， 被 隔壁 桌 长见识了 。 一桌 五个 人 ， 应该 是 其中 一 男生 新谈 了 女朋友 ， 带 出来 见 自己 朋友 。 整顿饭 男生 一直 在 调笑 女朋友 ， 一会 说 她 出门 五分钟 化妆 一上午 ， 一会 说 她 粉厚 的 掉 碗 里 了 ， 一会 又 说 她 干 啥 啥 不行 吃 啥 啥 不停 … 后来 小姑娘 脸上 挂不住 ， 眼睛 红红的 ， 男生 撂下 筷子 说 ， 不 就 开 两句 玩笑 吗 ？ 又 开始 作 了 … 我 在 旁边 听 完 差点 背 过气去 ， 女生 脾气 也 太好了 吧 ？ 如果 是 我 当场 把 汤 泼 他 脸上 ， 话 这么 多 还 喝 你   呢 ？ 我 不 明白 为什么 会 有 这种 男生 ， 总 觉得 哄 女孩子 没面子 ， 对 女孩子 太好 显得 自己 窝囊 ， 所以 一定 要 在 朋友 面前 贬低 自己 女朋友 来 获取 男性 尊严 。 其实 不是 这样 ， 对 自己 爱 的 人 周到 和 尊重 才 最能体现 出 一个 人 的 情商 和 品性 啊 。 你 不 重视 自己 的 女朋友 ， 在 外人 面前 讽刺 她 开 她 玩笑 ， 她 生气 了 你 又 说 她 作 ， 其实 在 外人 看来 那个 不懂事 又 没 素质 的 人 ， 是 你 。 还 有些 男生 觉得 ， 女孩子 的 脾气 越哄越 大 ， 你 不理 她 她 自己 就 会 好 ， 可是 你 知不知道 ， 伤口 的 愈合 都 是 用 爱 换来 的 ， 你 没有 给 她 愈合 伤口 的 爱 ， 她 只能 透支 对 你 的 爱 。 当 所有 应该 给予 你 的 感情 都 被 用来 愈合 伤口 了 ， 那 也 离 她 放弃 你 不远 了 。 所以 别 再犯 蠢 了 ， 只有 温柔 和 尊重 才 是 爱情 里 应该 有 的 态度 。 她们 可是 女孩子 啊 ， 美好 又 敏感 ， 她们 是 天生 的 小孩子 ， 而 小孩子 ， 是 应该 被 放进 怀里 哄 的 。,通常 这种 男生 家 里面 都 有 一个 极其 严厉 并且 控制 的 母亲 ， 他们 需要 通过 这种 方式 来 彰显 自己 在 母性 面前 的 身分 和 地位 。
719,38.0,29349,0,11,31,6,团中央 “ 青年 之声 ” 心理专家 组成员   黄冈市 心理咨询 学会 常务 副会长   国家 高级 心理咨询 师,【 夫妻 吵架 将 女儿 扔 高速 ， 女儿 ： 不止一次   】 11 月 5 日 ， 河北 沧州 高速 民警 发现 一名 女孩 在 路肩 走路 ， 女孩 说 ： “ 我爸 和 我 妈 吵架 ， 他 脾气 不好 ， 我 没 搭理 他 ， 他 就 把 我 扔下 了 。 ” 民警 驾 警车 带 女孩 找到 其 父亲 ， 对 父亲 进行批评 教育 ， 女孩 说 父亲 不是 第一次 把 她 扔 路上 了 ， 该 父亲 则 称 不会 再 这样 做 。,我们 的 未 保法 呢 ？ 这时候 哪儿 去 了 ？ 对于 父母 除了 教育 之外 ， 也 需要 法律 的 警醒 ， 这样 才能 让 父母 在 教育 孩子 过程 中 知道 行为 的 边界 是 什么 ， 也 能 从 另一面 告诉 未成年人 ， 他们 行为 的 边界 是 什么 ！ ！
719,38.0,29349,0,11,31,6,团中央 “ 青年 之声 ” 心理专家 组成员   黄冈市 心理咨询 学会 常务 副会长   国家 高级 心理咨询 师,【 大学 把 成绩单 寄给 家长 是 教育 的 倒退 和 迷失 】 原本 以为 ， 上 了 大学 就是 只 自由 飞翔 的 鸟 ， 没想到 ， 爹妈 正 捏 着 自己 的 成绩单 准备 灵魂 拷问 ， 许多 大学生 觉得 自己 被 大学 深深 的 欺骗 了 。 中国大学 寄 成绩单 的 做法 ， 本能 地 透露 着 对 父权 文化 的 轻信 ， 即 相信 中国 家长会 为 孩子 拨开 迷雾 ， 使 之 回归 正途 。 这 难道 不是 教育 的 倒退 吗 ？,感谢 中国 新闻周刊 的 这 篇文章 。 我们 去 理解 、 接纳 年轻人 在 这个 时间段 的 迷茫 与 迷失 ， 鼓励 他们 并 去 帮助 他们 找到 这部分 自我 ， 这是 大学 中 最 重要 的 功课 ， 不能 一味 的 把 这些 责任 推 给 他们 ， 允许 这个 迷茫 时期 的 存在 对 我们 一生 的 成长 至关重要 ， 现在 不 允许 迷茫 的 存在 ， 在 人生 中 总会 出现 ！
719,38.0,29349,0,11,31,6,团中央 “ 青年 之声 ” 心理专家 组成员   黄冈市 心理咨询 学会 常务 副会长   国家 高级 心理咨询 师,【 985 学霸 消失 九年 ： 比考 名校 更难 的 ， 是 承认 平凡 】 杨仁荣 ， 高考 全县 第一 、 985 大学 、 天之骄子 ； 考入 大学 后 选择 肄业 ， 换 了 十几份 工作 ， 没有 一份 超过 半年 … … 最终 他 失联 9 年 ， 得知 母亲 患癌 后 才 再 出现 。 承认 自己 不是 天才 ， 是 件 痛苦 的 事情 。 从 自 以为 的 独一无二 、 到 承认 自身 平凡 ， 人 都 是 在 不断 失落 中 逐渐 成长 。 正如 朴树 所唱 ： “ 我 曾经 失落 失望 失掉 所有 方向 ， 直到 看见 平凡 才 是 唯一 的 答案 。 ” 网易 原创 > >,祝贺 小 杨 ， 能 放下 自己 的 全能 感 ， 去 承认 自己 不是 天才 ， 虽然 这个 过程 很 痛苦 ， 但 你 在 自我 成长 的 道理 上 前进 了 一大步 。 我们 终究 需要 去 接受 自己 的 不 完美 ， 但 依旧 在 不 完美 的 过程 中 有所作为 ！
721,38.0,29364,1,10,0,1,未知,今天 ， 是 雀巢咖啡 和 # 陈伟霆 [ 超话 ] #   官宣 的 第 77 天 ， 在 这个 极具 纪念 意义 的 日子 ， 我们 想 说 … … 祝 雀巢咖啡 品牌 代言人       生 ！ 日 ！ 快 ！ 乐 ！ 工作 中 ， 你 是 万众瞩目 的 焦点 ， 你 专注 、 敬业 、 带来 惊喜 不断 ； 生活 里 ， 你 是 永远 的 邻家 男孩 ， 自由自在 ， 却 又 真实 的 可爱 。 新 的 一岁 ， 雀巢咖啡 陪 你 一起 走 。 当 你 更 懂 咖啡 ， 我 更 懂 你 ～ 愿 我们 一起 ， 变得 更加 优秀 ～ # 陈伟霆 1121 生日快乐 #,生日快乐       代言人 超级 棒
727,19.0,36407,1,24,0,1,围着 林彦俊 转圈圈,我 一直 以为 私人 的 事情 没 必要 广而告之 尤其 是 在 这样 一个 被 视为 了 “ 站子 ” 的 微博号 ， 其实 一直 关注 我 生活 号 的 朋友 都 知道 我 事业 在 9 月初 出现 了 非常 严重 的 危机 ， 这 两个 月 我 为了 稳定 事业 ， 每天 都 是 五点 多 起床 ， 晚上 两三点 才能 睡 ， 真的 忙 到 无暇 关注 他 的 消息 更 别说 追 行程 了 ， 等 一切 稳定 了 就 会 回来 的 我 就是 个 喜欢 拍 他 发发 照片 的 散粉 ， 不是 站子 也 不是 大粉 ， 没 必要 盯 着 我 的 动向 啦 真的 没跑 路 ， 很 爱 很 爱 他 。,姐姐 辛苦 啦
755,28.0,32998,1,12,0,5,分享   红包   优惠券   低价 秒杀     小号 ： 薅 羊毛 妞妞,【 4.9 】 苹果   硅胶 软壳 手机 壳       要 想 生活 过得去   身边 儿 哪能 没点 绿,复制   ( fPoEbQTrBBm )
755,28.0,32998,1,12,0,5,分享   红包   优惠券   低价 秒杀     小号 ： 薅 羊毛 妞妞,澳 拜客     洗漱 杯 2 只装 ， 5.9     ABS 材质 的 ， 线下 这个 价 应该 只能 买 一个,复制   ( WQCOb9qaNe2 )
755,28.0,32998,1,12,0,5,分享   红包   优惠券   低价 秒杀     小号 ： 薅 羊毛 妞妞,马奇 新 新 巧克力 榛子 威化 饼干 90G * 6 包             29.9 入       五层 立体 威化 ； 纯 巧克力 ， 0 反式 脂肪 ！     6 包 可以 吃 好久 哈   这个 超级 好吃     巧克力 是 微苦 的 那种 超级 醇厚   不是 甜腻 的 那种,复制   ( KGJWb9CQW7d )
755,28.0,32998,1,12,0,5,分享   红包   优惠券   低价 秒杀     小号 ： 薅 羊毛 妞妞,柳江 人家   螺蛳 粉 330g * 3 包       19.8,复制   ( 4yj0bkc9pq3 )
757,24.0,34593,1,22,32,4,众生 皆 苦 ， 唯 我 芙 甜     陆小 芙 晚安 是 谁 ， 是 陆定 昊 永远 的 女友 甜唯饭 呀,我 的 号 到底 发生 了 什么 ， 怎么 都 养 不成 广场 号,还 记得 那些 年 一起 沉底 吗
757,24.0,34593,1,22,32,4,众生 皆 苦 ， 唯 我 芙 甜     陆小 芙 晚安 是 谁 ， 是 陆定 昊 永远 的 女友 甜唯饭 呀,# 陆定 昊 [ 超话 ] #   # 陆定 昊 超新星 全运会 #       超新星 全运会 原创 手绘 作品 征集 活动 来 啦     活动 指路       听说 油菜花 的 粉丝 都 去 参与 了 呢     划 重点 ‼ ️ 5 名 才华横溢 奖送 签名 照 ‼ ️     快来 doki 社区 多多 安利 我们 小 太阳 吧 ！   签名 照冲 鸭,      来 看看 呀
757,24.0,34593,1,22,32,4,众生 皆 苦 ， 唯 我 芙 甜     陆小 芙 晚安 是 谁 ， 是 陆定 昊 永远 的 女友 甜唯饭 呀,# 陆定 昊 [ 超话 ] #   # 陆定 昊 超新星 全运会 #       超新星 全运会 原创 手绘 作品 征集 活动 来 啦     活动 指路       听说 油菜花 的 粉丝 都 去 参与 了 呢     划 重点 ‼ ️ 5 名 才华横溢 奖送 签名 照 ‼ ️     快来 doki 社区 多多 安利 我们 小 太阳 吧 ！   签名 照冲 鸭,    还有 你 呢             我 记得 你 也 会 画画           太太 啊 — —         我 觉得 你 更是 不能 错过 这个
766,0.0,0,1,8,33,0,宛若 玲珑 之心般 月 之影 ；     尤如 琉璃 之心般 樱之梦 。,# DG 涉嫌 辱华 #   事件 后续 ： 1 .   最初 的 爆料 者 michealeatranova 发布 的 对话 截图 被 删除 ， 删除 原因 是 虚假 新闻 。 她 又 重新 发布 在 Instagram   story 里 ， 并 希望 此事 不要 就此结束 。 2 .   # DG 再 发声明 #   （ 图 6 - 9 ） 完全 没有 道歉 ， 只是 为 活动 取消 感到 不幸 ， 并且 为 那些 为 活动 辛苦工作 和 付出 的 人 感到 不幸 （ 言辞 间 感觉 好像 他们 才 是 受害者 ， 被 人 欺负 了 ， 所以 感到 不幸 ） 。 最后 他们 感谢 了 朋友 和 客人 。 落款 是 D & G 两个 创始人 的 全名 。 下面 评论 大量 被 删除 ， 目前 的 高赞 评论 大部分 是 欧美人 ， 甚至 意大利 本国 人 都 看不下去 了 。 3 .   Instagram 正在 调查 原 po 是否 为 系统 误删 ， 以及 DG 的 官方 账号 是否 被盗 号 ， 初步 调查 无证据 显示 盗号 迹象 。 希望 会 有 官方 声明 ， 坐等 打脸,        什么 被 人 盗号 了 ？ 当 我们 炎黄子孙 都 好 欺负 的 是 吧 ？         一首 凉凉 送给 D & G
766,0.0,0,1,8,33,0,宛若 玲珑 之心般 月 之影 ；     尤如 琉璃 之心般 樱之梦 。,"# 转 推 #   # 刀 剣 乱舞 #   # 贞不动 #   # 不动 行光 #   # 太鼓 钟贞宗 #   # 自 汉化 #   ※ 不动 女体 注意 ※ 翻译 小天使     修嵌       （ 实名 羡慕 sada 啊 ！ ！ 我 也 想 埋行 酱 的 , , , , ！ ！ ） 【 女体化 + 年龄 操作 + 现代 paro （ 转生 ） 】 基本 设定 → P2 文化 祭 以及 后 日 谈 → P3 - 9 这条 漫 其实 是 之前 的 了 ， 但是 因为 要 修 的 比较 多 ， 我 最近 又 比较忙 所以 花 了 比较 长 的 时间 才 修好 .. 如果 大家 能 认真 看到 最后 我会 感到 很 欣慰 的 ！ 谢谢",图八是 啥 竟然 翻车 了
768,19.0,36498,0,22,24,1,我 是 猫 仔 ， 点点 关注 吧,# 每周 神侃 ## 山东人 爱 用 倒装句 说话 #   都 说 山东人 喜欢 使用 倒装句 ，   没有 吧 我 觉得 。,拉倒 吧 你 可
775,28.0,32909,0,6,0,1,是 你 爹 。,印小天重 跳海 澜之家 舞蹈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 情不自禁 想 跟着 舞蹈 了,蛤蛤蛤蛤蛤蛤蛤蛤蛤蛤蛤蛤蛤
775,28.0,32909,0,6,0,1,是 你 爹 。,【 网传 华晨 宇 经纪人 辞职 ？ 本人 辟谣 ： 没 辞职   别多想 】 近日 ， 有 网友 曝出 一张     经纪人 王桂红 的 朋友圈 截图 ， 文中 对 合作者 进行 了 感谢 ， 疑似 要 将 结束 和 华晨 宇 的 合作 关系 。 新浪 娱乐 就此 向 王桂红 本人 求证 ， 对方 表示 朋友圈 是因为 工作 忙碌 抒发 感想 ， 并 没有 要 辞职 。,王女士 戏 也 太 多 了 吧
780,23.0,34802,1,10,0,3,用 全部 青春 爱 你,测试 微博   我 在 也 不 说 zl 了 ， 大哥 让 我 上 广场 吧,我错 了 大哥   大哥 你 让 我 上 广场 吧
780,23.0,34802,1,10,0,3,用 全部 青春 爱 你,# 煲 粥 CP [ 超话 ] #   今天 推荐 一下 皮蛋 瘦肉粥 皮蛋 瘦肉粥 是 一种 广东省 的 地方 传统 著名 小吃 。 皮蛋 瘦肉粥 营养 丰富 ， 以 切成 小块 的 皮蛋 及 猪瘦肉 为 配料 。 不同 地区 的 配料 有所不同 ， 有人 会 在 进食 前 加上 香油 及 葱花 ， 或者 加 葱花 及 薄脆 。 大米 ， 150 克 ， 大约 三分之二 小 碗 ； 皮蛋 ， 3 个 ； 猪瘦肉 ， 150 克 ， 大约 1 - 2 厘米 厚 ， 7 - 8 厘米 见方 即可 ； 香油 ， 3 克 ， 大约 二分之一 汤匙 ； 食盐 ， 5 克 ， 大约 一 汤匙 ； 清水 、 姜 、 香葱   ， 芹菜 ， 少许 ； 1 ， 先 将 大米 淘净 ， 放入 小碗 中 ， 加入 1 汤匙 水 、 香油 、 食盐 搅拌 后 ， 浸泡 约 30 分钟 。 2 ， 将 姜切 成细丝 ， 香葱 切碎 ， 皮蛋 切丁 备用 。 3 ， 把 猪肉 切 成细丝 ， 放入 碗 中 ， 加入 少量 盐 搅拌 后 ， 腌制 约 20 分钟 。 4 ， 锅中 倒入 清水 ， 大火 煮沸 ， 放入 肉丝 焯 一下 ， 撇除 水面 的 浮沫 。 5 ， 待水 再次 沸腾 约 1 - 2 分钟 后 ， 先 倒入 一半 的 皮蛋 ， 再 倒入 姜丝 。 6 ， 再次 煮沸 约 1 - 2 分钟 后 ， 倒入 浸泡 的 大米 ， 搅拌 。 7 ， 再次 煮沸 后 ， 改成 小火 煮 40 分钟 ， 期间 每 5 分钟 搅拌 一次 ， 避免 粘锅 。 8 ， 最后 ， 将 剩下 的 一半 皮蛋 倒入 ， 继续 煮 10 分钟 ， 调入 适量 的 盐 和 香葱 ， 即可 出锅 。,肯德基 的 早餐 套餐 里面 我 最 喜欢 有 皮蛋 瘦肉粥 的   蛮鲜 的
780,23.0,34802,1,10,0,3,用 全部 青春 爱 你,这是 一条 测 权重 的 微博 ， 评论 以后 不要 给 其他人 回复 点赞 ， 也 不要 自己 回复 自己 点赞 ， 按 热度 查看 自己 的 权重 排名 。,我 也 试试 带图
787,36.0,30169,0,2,0,6,北京 家慧天 和 商贸 有限公司,# 信小呆 直播 # 要变 网红 了 ~ 有木有 感觉 中奖 之后 “ 信小呆 ” 变 漂亮 了 很多   我们 的 # 太原 锦鲤 #   一样 的 幸运 哦   越来越 美   大家 快来 沾 喜气 ~,早晨 朋友
787,36.0,30169,0,2,0,6,北京 家慧天 和 商贸 有限公司,我 点评 了   ：,午好 朋友
787,36.0,30169,0,2,0,6,北京 家慧天 和 商贸 有限公司,悬疑 惊悚 短片 ： 停车场 里 的 较量   男人 想 开车 离开 地下 停车场 ， 但 有 一股 力量 一直 在 阻挠 他 。 短片 的 结局 容易 猜 到 ， 但 短片 的 气氛 营造 依然 会 让 人 毛骨悚然 ， 那么 后座 上 的 神秘 「 人 」 到底 是 ？ 没想到 这 竟然 是 个 广告 ， 车 质量 好 ， 所以 可以 检测 所有 东西 ， 包括 其他 平行 宇宙 的 东西 … …,早晨 朋友
787,36.0,30169,0,2,0,6,北京 家慧天 和 商贸 有限公司,悬疑 惊悚 短片 ： 停车场 里 的 较量   男人 想 开车 离开 地下 停车场 ， 但 有 一股 力量 一直 在 阻挠 他 。 短片 的 结局 容易 猜 到 ， 但 短片 的 气氛 营造 依然 会 让 人 毛骨悚然 ， 那么 后座 上 的 神秘 「 人 」 到底 是 ？ 没想到 这 竟然 是 个 广告 ， 车 质量 好 ， 所以 可以 检测 所有 东西 ， 包括 其他 平行 宇宙 的 东西 … …,午好 朋友
787,36.0,30169,0,2,0,6,北京 家慧天 和 商贸 有限公司,# 易 烊 千玺 [ 超话 ] # 易 烊 千玺 总裁 范 十足 ， 舞台 上 的 他 每 一帧 都 是 耀眼 的   更 多,午好 朋友
787,36.0,30169,0,2,0,6,北京 家慧天 和 商贸 有限公司,释怀 教育 着 仇恨 ， 和平 劝 着 天下人 。   故事 发生 了 便 住 下 了 ， 不管 好 的 坏 的 。   你 让 我 成长 了 ， 就算 是 痛得 值得 。,晚上 好
787,36.0,30169,0,2,0,6,北京 家慧天 和 商贸 有限公司,都 会 越来越 好,早晨 朋友
789,19.0,36170,1,6,0,0,临近 期末   抽空 上线,以前 用 他 同款 的 号召力 来 赚钱 ， 我屁 都 懒得 放 一个   现在 直接 用 他 的 创意 ， 真精 啊,现在 就 希望 站子 快点 开单 曲 jz
789,19.0,36170,1,6,0,0,临近 期末   抽空 上线,我 又 在 吸 80 个 Tintin ， 到底 哪 一个 可以 和 我 同床共枕 啊,都 在 我 枕边
789,19.0,36170,1,6,0,0,临近 期末   抽空 上线,  ️ 被 10 压 了 !   前排 差距 不 大   切号 控   ️,11 卡
789,19.0,36170,1,6,0,0,临近 期末   抽空 上线,# 勇往直前 黄明昊 #     # 乘风破浪 黄明昊 #   【 181120 】 紧急 举报 2   ️   ️   ️   词条 急需 净化 ， 请 nana 带 评论 内 模板 转发 净化   ️ 打卡 目标 如图   ️ 请 按照 评论 模板 打卡 ， 艾特 三位 好友   ️ 不要 艾特 本人 ！ 微博 举报 ： shxx1 .     2 .     3 .     4 .     5 .     6 .     7 .     评论 举报 ： yhxx   净化 词条 ：   （ 点 进去 停留 5 秒 以上 ）,这个 贱 蛆 掉皮 了   （ 不要 上升   她 蒸煮 早晚 孽 力回馈 ）
789,19.0,36170,1,6,0,0,临近 期末   抽空 上线,攒够 了 失望 就 不会 在意 了 ， 别慌 ， 常规 操作 而已,毫无 波澜 也 是 真的   恨铁不成钢 也 是 真的
789,19.0,36170,1,6,0,0,临近 期末   抽空 上线,可爱 宝贝   要 注意 保暖 吖 ！ 小 tin 加油,啊啊啊 啊啊啊 黄明昊 又 在 侍帅 行凶 了
789,19.0,36170,1,6,0,0,临近 期末   抽空 上线,妈呀 为什么 要 那么 卑微,又 怎么 了 我 真的 禁不起 吓 了
798,4.0,41813,0,3,0,7,人 与 动物 之间 的 爱 最大 的 不同 可能 在于   你 爱 他 ， 他 就 加倍 的 爱 你 ， 不 附加 任何 条件 ， 没有 任何 心眼 也 没有 猜忌 ， 他 的 一生 只有 你 。,有 一个 小朋友 的 吃饭 气质 特别 好 ~,是   孩子 了 没错
800,40.0,28775,0,16,0,0,微博 时评 团 成员       红德 智库 理事,【 为 卖 纪念品 ， 柬埔寨 男孩 会 说 9 国 语言   】 近日 ， 柬埔寨 一名 男孩 为了 卖出 纪念品 向 女 游客 大秀 语言 天赋 ， 一口气 说 了 9 国 语言 ， 还 外加 会 说 广东话 。 见 游客 似乎 没有 购买 的 意愿 ， 男孩 还放 “ 大招 ” ， 唱起 歌曲 《 我们 不 一样 》 ， 据悉 ， 这些 语言 都 是 小男孩 从 游客 处学来 的 。,长大 后 可以 保送 北京 外国语 学院
801,0.0,42942,1,1,1,0,承蒙 你 的 出现 ， 够 我 喜欢 好多好多 年 … …,# 罗云熙 [ 超话 ] #   # 罗云熙 1227 出道 八周年 快乐 #     四     张     机 ，               鸳     鸯     织     就     欲     双     飞 ，                           可     怜     未     老     头     先     白 ，                                       春     波     碧     草 ， 晓     寒     深     处 ，                                                   相     对     浴     红     衣 。,  :   没看 错 ， 是 戴 着 你家 WatchGT 的 罗云熙
801,0.0,42942,1,1,1,0,承蒙 你 的 出现 ， 够 我 喜欢 好多好多 年 … …,# 罗云熙 [ 超话 ] #     # 罗云熙 1227 出道 八周年 快乐 #     在 喜欢 的 城市 街头   觅 一处 清净 的 咖啡馆   点 一杯 好 的 咖啡   配 上 理想 的 点心   打发 一 下午 的 自 在 时光           路过 的 天妃 ， 请留下 20 束 五彩 光 吧,# 罗云熙 周 小山 # 无论 何时 你 回头 ， 我 就 在 ， 你 要 走 ， 我 目送 。 可以 一起 做 想 做 的 事情 ， 也 可以 有 不同 的 人生 。
801,0.0,42942,1,1,1,0,承蒙 你 的 出现 ， 够 我 喜欢 好多好多 年 … …,# 罗云熙 [ 超话 ] #   # 罗云熙 1227 出道 八周年 快乐 #       你 想要 买 的 东西 很 贵     想要 在 一起 的 人 很 优秀     所以     你 还有 什么 理由 不 努力,# 罗云熙 1227 出道 八周年 快乐 #   承蒙 你 出现 ， 够 我 喜欢 好多好多 年
801,0.0,42942,1,1,1,0,承蒙 你 的 出现 ， 够 我 喜欢 好多好多 年 … …,# 罗云熙 [ 超话 ] #   # 罗云熙 1227 出道 八周年 快乐 #       什么 时候 下雪 呀 ？   等 下 第一场 雪 的 时候   我 陪 你 看雪 可好 ？   一起 堆雪人 打雪仗 滚雪球 ， 你 想 玩 什么 都 陪 着 你,# 罗云熙 周 小山 #     承蒙 你 出现 ， 够 我 喜欢 好多好多 年       送温暖
